dt,power_consumption
2007-06-13,8424.533333333333
2007-06-14,8461.733333333334
2007-06-15,5666.4
2007-06-16,14734.366666666667
2007-06-17,14555.5
2007-06-18,6537.9
2007-06-19,8192.433333333332
2007-06-20,8449.766666666666
2007-06-21,6406.1
2007-06-22,5005.233333333334
2007-06-23,4771.433333333333
2007-06-24,7670.933333333333
2007-06-25,7448.033333333333
2007-06-26,8212.466666666667
2007-06-27,8356.433333333332
2007-06-28,7681.633333333333
2007-06-29,9914.366666666667
2007-06-30,10038.233333333334
2007-07-01,10716.066666666668
2007-07-02,6373.2
2007-07-03,9289.2
2007-07-04,6544.5
2007-07-05,9956.5
2007-07-06,7431.4
2007-07-07,8415.766666666666
2007-07-08,8218.333333333334
2007-07-09,8766.3
2007-07-10,8213.733333333334
2007-07-11,5093.2
2007-07-12,7828.366666666667
2007-07-13,8179.7
2007-07-14,9122.5
2007-07-15,10279.683333333332
2007-07-16,8526.9
2007-07-17,7116.866666666667
2007-07-18,6410.033333333334
2007-07-19,6397.1
2007-07-20,9213.033333333333
2007-07-21,8974.8
2007-07-22,8154.75
2007-07-23,9634.966666666667
2007-07-24,6548.733333333334
2007-07-25,5392.0
2007-07-26,6454.333333333333
2007-07-27,10998.9
2007-07-28,9300.033333333333
2007-07-29,4063.9333333333334
2007-07-30,5252.266666666666
2007-07-31,6686.866666666667
2007-08-01,6496.05
2007-08-02,9639.266666666666
2007-08-03,7625.733333333334
2007-08-04,10167.166666666666
2007-08-05,6302.3
2007-08-06,9081.0
2007-08-07,13079.333333333334
2007-08-08,6932.033333333333
2007-08-09,6518.333333333333
2007-08-10,5859.5
2007-08-11,5765.166666666667
2007-08-12,9837.4
2007-08-13,7546.866666666667
2007-08-14,7794.5
2007-08-15,9231.333333333334
2007-08-16,7536.933333333333
2007-08-17,8818.533333333333
2007-08-18,3969.3333333333335
2007-08-19,7778.9
2007-08-20,6934.033333333334
2007-08-21,7375.266666666666
2007-08-22,8038.466666666666
2007-08-23,10435.533333333333
2007-08-24,11990.066666666668
2007-08-25,7163.333333333333
2007-08-26,11071.1
2007-08-27,10317.5
2007-08-28,7627.733333333334
2007-08-29,6015.533333333334
2007-08-30,9417.966666666667
2007-08-31,10726.366666666667
2007-09-01,15559.1
2007-09-02,13671.8
2007-09-03,8856.366666666667
2007-09-04,10165.733333333334
2007-09-05,9760.533333333333
2007-09-06,7675.566666666667
2007-09-07,8703.933333333332
2007-09-08,10191.866666666667
2007-09-09,12136.7
2007-09-10,11479.933333333332
2007-09-11,9107.866666666667
2007-09-12,10490.733333333334
2007-09-13,11555.366666666667
2007-09-14,11543.5
2007-09-15,10342.2
2007-09-16,12045.066666666668
2007-09-17,10497.1
2007-09-18,10116.666666666666
2007-09-19,10964.733333333334
2007-09-20,9384.533333333333
2007-09-21,8455.333333333334
2007-09-22,9659.866666666667
2007-09-23,11490.833333333334
2007-09-24,9756.5
2007-09-25,16416.7
2007-09-26,14320.0
2007-09-27,14177.0
2007-09-28,13338.3
2007-09-29,18543.366666666665
2007-09-30,13059.5
2007-10-01,14593.033333333333
2007-10-02,15302.733333333334
2007-10-03,11645.9
2007-10-04,12753.633333333333
2007-10-05,13458.866666666667
2007-10-06,14417.666666666666
2007-10-07,13462.9
2007-10-08,12752.033333333333
2007-10-09,14659.966666666667
2007-10-10,12124.533333333333
2007-10-11,18024.1
2007-10-12,14201.4
2007-10-13,18881.133333333335
2007-10-14,16804.2
2007-10-15,12051.5
2007-10-16,14993.7
2007-10-17,15796.166666666666
2007-10-18,13965.833333333334
2007-10-19,18689.8
2007-10-20,11786.766666666666
2007-10-21,16983.666666666668
2007-10-22,14222.266666666666
2007-10-23,15700.533333333333
2007-10-24,17155.933333333334
2007-10-25,19602.633333333335
2007-10-26,17845.466666666667
2007-10-27,14582.466666666667
2007-10-28,6487.966666666666
2007-10-29,6072.466666666666
2007-10-30,7325.8
2007-10-31,7771.833333333333
2007-11-01,5986.266666666666
2007-11-02,8354.033333333333
2007-11-03,5991.166666666667
2007-11-04,13306.433333333332
2007-11-05,16764.866666666665
2007-11-06,17396.3
2007-11-07,19028.966666666667
2007-11-08,16488.666666666668
2007-11-09,16239.1
2007-11-10,25758.666666666668
2007-11-11,21663.066666666666
2007-11-12,17471.766666666666
2007-11-13,19919.633333333335
2007-11-14,16438.233333333334
2007-11-15,15186.466666666667
2007-11-16,18280.9
2007-11-17,23724.566666666666
2007-11-18,22033.633333333335
2007-11-19,16635.566666666666
2007-11-20,18935.933333333334
2007-11-21,18091.0
2007-11-22,20041.3
2007-11-23,20009.63333333333
2007-11-24,12495.9
2007-11-25,13746.966666666667
2007-11-26,15859.933333333332
2007-11-27,19489.533333333333
2007-11-28,17654.666666666668
2007-11-29,17525.633333333335
2007-11-30,17320.13333333333
2007-12-01,24693.033333333333
2007-12-02,29462.13333333333
2007-12-03,17499.666666666668
2007-12-04,19059.6
2007-12-05,21249.333333333332
2007-12-06,24488.566666666666
2007-12-07,15051.6
2007-12-08,21120.066666666666
2007-12-09,22577.733333333334
2007-12-10,19651.566666666666
2007-12-11,20811.4
2007-12-12,17302.7
2007-12-13,19333.766666666666
2007-12-14,15143.466666666667
2007-12-15,25908.6
2007-12-16,27416.966666666667
2007-12-17,17528.933333333334
2007-12-18,25693.9
2007-12-19,21030.866666666665
2007-12-20,16768.966666666667
2007-12-21,19400.933333333334
2007-12-22,22479.066666666666
2007-12-23,23126.8
2007-12-24,17979.8
2007-12-25,27876.13333333333
2007-12-26,29642.666666666668
2007-12-27,28631.3
2007-12-28,25527.2
2007-12-29,32806.6
2007-12-30,21971.6
2007-12-31,19414.366666666665
2008-01-01,28440.633333333335
2008-01-02,15320.766666666666
2008-01-03,16521.466666666667
2008-01-04,19878.533333333333
2008-01-05,19397.466666666667
2008-01-06,18184.733333333334
2008-01-07,16399.566666666666
2008-01-08,18558.166666666668
2008-01-09,19398.333333333332
2008-01-10,19983.933333333334
2008-01-11,18882.3
2008-01-12,28525.8
2008-01-13,31876.25
2008-01-14,17753.866666666665
2008-01-15,22604.866666666665
2008-01-16,21614.533333333333
2008-01-17,16190.7
2008-01-18,19586.8
2008-01-19,16415.1
2008-01-20,21911.133333333335
2008-01-21,20160.3
2008-01-22,18888.3
2008-01-23,16509.8
2008-01-24,20055.033333333333
2008-01-25,23500.933333333334
2008-01-26,26407.8
2008-01-27,24786.1
2008-01-28,24255.933333333334
2008-01-29,25837.4
2008-01-30,19822.1
2008-01-31,21696.366666666665
2008-02-01,17720.533333333333
2008-02-02,24754.95
2008-02-03,19536.8
2008-02-04,16191.633333333333
2008-02-05,18589.6
2008-02-06,16927.666666666668
2008-02-07,16921.166666666668
2008-02-08,20085.4
2008-02-09,19856.933333333334
2008-02-10,20766.9
2008-02-11,17955.266666666666
2008-02-12,17126.966666666667
2008-02-13,17961.966666666667
2008-02-14,15853.7
2008-02-15,17171.133333333335
2008-02-16,24080.8
2008-02-17,20734.8
2008-02-18,14644.066666666666
2008-02-19,17656.6
2008-02-20,20688.166666666668
2008-02-21,18400.833333333332
2008-02-22,15623.066666666666
2008-02-23,16600.9
2008-02-24,8517.133333333333
2008-02-25,6231.133333333333
2008-02-26,6144.0
2008-02-27,6150.333333333333
2008-02-28,6177.4
2008-02-29,10387.466666666667
2008-03-01,15020.266666666666
2008-03-02,11561.433333333332
2008-03-03,13380.5
2008-03-04,14709.5
2008-03-05,17482.466666666667
2008-03-06,33301.13333333333
2008-03-07,17310.266666666666
2008-03-08,22410.666666666668
2008-03-09,18912.633333333335
2008-03-10,15941.1
2008-03-11,18559.366666666665
2008-03-12,15034.533333333333
2008-03-13,15608.233333333334
2008-03-14,17500.0
2008-03-15,17309.666666666668
2008-03-16,15786.666666666666
2008-03-17,12215.633333333333
2008-03-18,14240.433333333332
2008-03-19,13132.466666666667
2008-03-20,12632.9
2008-03-21,14216.7
2008-03-22,17910.266666666666
2008-03-23,16497.5
2008-03-24,18792.333333333332
2008-03-25,14180.6
2008-03-26,13299.533333333333
2008-03-27,13469.033333333333
2008-03-28,13912.733333333334
2008-03-29,18417.833333333332
2008-03-30,19644.2
2008-03-31,12070.5
2008-04-01,13233.2
2008-04-02,15425.533333333333
2008-04-03,11489.6
2008-04-04,11044.633333333333
2008-04-05,15399.033333333333
2008-04-06,16980.966666666667
2008-04-07,13089.3
2008-04-08,13307.933333333332
2008-04-09,10935.2
2008-04-10,14384.1
2008-04-11,14479.4
2008-04-12,21866.9
2008-04-13,15713.433333333332
2008-04-14,14871.033333333333
2008-04-15,12794.1
2008-04-16,12254.733333333334
2008-04-17,12490.366666666667
2008-04-18,14112.833333333334
2008-04-19,16063.833333333334
2008-04-20,13881.966666666667
2008-04-21,9941.6
2008-04-22,10460.933333333332
2008-04-23,12344.133333333333
2008-04-24,10315.2
2008-04-25,8900.9
2008-04-26,10832.766666666666
2008-04-27,10035.0
2008-04-28,7577.2
2008-04-29,15582.933333333332
2008-04-30,10062.1
2008-05-01,6484.233333333334
2008-05-02,12577.8
2008-05-03,13421.333333333334
2008-05-04,13984.166666666666
2008-05-05,11199.2
2008-05-06,10869.0
2008-05-07,11502.4
2008-05-08,18192.3
2008-05-09,14565.2
2008-05-10,12542.8
2008-05-11,18015.666666666668
2008-05-12,10277.4
2008-05-13,11332.9
2008-05-14,10785.366666666667
2008-05-15,11121.466666666667
2008-05-16,13764.4
2008-05-17,12059.233333333334
2008-05-18,14309.966666666667
2008-05-19,8096.033333333334
2008-05-20,10595.566666666668
2008-05-21,10354.533333333333
2008-05-22,8370.133333333333
2008-05-23,8624.6
2008-05-24,11907.266666666666
2008-05-25,15007.733333333334
2008-05-26,10560.166666666666
2008-05-27,11648.333333333334
2008-05-28,8213.866666666667
2008-05-29,8703.933333333332
2008-05-30,8970.4
2008-05-31,11407.833333333334
2008-06-01,17056.6
2008-06-02,10041.2
2008-06-03,11860.266666666666
2008-06-04,10741.866666666667
2008-06-05,7633.966666666666
2008-06-06,10909.233333333334
2008-06-07,11791.733333333334
2008-06-08,10276.366666666667
2008-06-09,10121.966666666667
2008-06-10,7300.833333333333
2008-06-11,9335.1
2008-06-12,11224.866666666667
2008-06-13,10550.966666666667
2008-06-14,9528.0
2008-06-15,13289.7
2008-06-16,9261.4
2008-06-17,7478.733333333334
2008-06-18,8284.133333333333
2008-06-19,10632.033333333333
2008-06-20,9635.066666666668
2008-06-21,9313.233333333334
2008-06-22,9574.933333333332
2008-06-23,7558.266666666666
2008-06-24,8701.866666666667
2008-06-25,8285.5
2008-06-26,7136.333333333333
2008-06-27,12558.533333333333
2008-06-28,10214.666666666666
2008-06-29,7103.2
2008-06-30,6063.266666666666
2008-07-01,7812.0
2008-07-02,10506.033333333333
2008-07-03,7369.0
2008-07-04,6809.333333333333
2008-07-05,7490.8
2008-07-06,13060.4
2008-07-07,6477.833333333333
2008-07-08,9684.233333333334
2008-07-09,6519.966666666666
2008-07-10,11134.6
2008-07-11,10370.6
2008-07-12,7863.533333333333
2008-07-13,9019.566666666666
2008-07-14,7970.433333333333
2008-07-15,9159.333333333334
2008-07-16,8637.033333333333
2008-07-17,11860.366666666667
2008-07-18,10071.4
2008-07-19,8637.233333333334
2008-07-20,7216.233333333334
2008-07-21,7956.633333333333
2008-07-22,7021.366666666667
2008-07-23,7698.5
2008-07-24,8567.166666666666
2008-07-25,6034.566666666667
2008-07-26,6403.733333333334
2008-07-27,8817.266666666666
2008-07-28,7291.4
2008-07-29,11539.633333333333
2008-07-30,12066.133333333333
2008-07-31,11281.633333333333
2008-08-01,5499.266666666666
2008-08-02,4122.6
2008-08-03,3988.0333333333333
2008-08-04,9091.516666666666
2008-08-05,5523.3
2008-08-06,2707.2
2008-08-07,2698.4
2008-08-08,2575.6666666666665
2008-08-09,3591.0666666666666
2008-08-10,3498.2
2008-08-11,3829.6
2008-08-12,2510.4
2008-08-13,2469.733333333333
2008-08-14,2422.3
2008-08-15,2430.9
2008-08-16,2450.233333333333
2008-08-17,2424.9333333333334
2008-08-18,2403.633333333333
2008-08-19,2439.2
2008-08-20,2411.5333333333333
2008-08-21,2345.9666666666667
2008-08-22,2400.0666666666666
2008-08-23,2340.0333333333333
2008-08-24,2318.266666666667
2008-08-25,2313.633333333333
2008-08-26,2339.733333333333
2008-08-27,2363.9
2008-08-28,2407.7666666666664
2008-08-29,2430.8
2008-08-30,2453.0666666666666
2008-08-31,7118.0
2008-09-01,9137.833333333334
2008-09-02,10942.233333333334
2008-09-03,9700.433333333332
2008-09-04,8383.333333333334
2008-09-05,6813.0
2008-09-06,8294.9
2008-09-07,11582.6
2008-09-08,9223.066666666668
2008-09-09,10910.566666666668
2008-09-10,9990.4
2008-09-11,8079.233333333334
2008-09-12,12205.7
2008-09-13,9020.6
2008-09-14,14616.1
2008-09-15,16649.133333333335
2008-09-16,11747.366666666667
2008-09-17,10312.166666666666
2008-09-18,12538.166666666666
2008-09-19,11027.1
2008-09-20,8896.333333333334
2008-09-21,10813.166666666666
2008-09-22,8953.733333333334
2008-09-23,10458.466666666667
2008-09-24,11342.166666666666
2008-09-25,8605.666666666666
2008-09-26,11376.5
2008-09-27,15838.433333333332
2008-09-28,15304.733333333334
2008-09-29,12974.966666666667
2008-09-30,14143.766666666666
2008-10-01,12349.066666666668
2008-10-02,12995.366666666667
2008-10-03,12294.333333333334
2008-10-04,18344.266666666666
2008-10-05,15514.5
2008-10-06,12891.7
2008-10-07,17865.133333333335
2008-10-08,13189.6
2008-10-09,17313.366666666665
2008-10-10,12870.633333333333
2008-10-11,11971.1
2008-10-12,16245.0
2008-10-13,13311.266666666666
2008-10-14,15259.6
2008-10-15,16924.266666666666
2008-10-16,16576.666666666668
2008-10-17,16252.766666666666
2008-10-18,22719.833333333332
2008-10-19,19557.566666666666
2008-10-20,13825.566666666666
2008-10-21,19544.266666666666
2008-10-22,15742.5
2008-10-23,17671.233333333334
2008-10-24,15099.766666666666
2008-10-25,11251.216666666667
2008-10-26,6351.866666666667
2008-10-27,6362.533333333334
2008-10-28,14406.5
2008-10-29,21479.266666666666
2008-10-30,15346.0
2008-10-31,10635.533333333333
2008-11-01,11558.633333333333
2008-11-02,12006.9
2008-11-03,10924.666666666666
2008-11-04,15718.6
2008-11-05,25880.833333333332
2008-11-06,18276.966666666667
2008-11-07,15144.4
2008-11-08,18431.633333333335
2008-11-09,21665.633333333335
2008-11-10,23508.566666666666
2008-11-11,21518.5
2008-11-12,23260.9
2008-11-13,13988.0
2008-11-14,14682.966666666667
2008-11-15,27141.133333333335
2008-11-16,23858.866666666665
2008-11-17,14425.933333333332
2008-11-18,16498.833333333332
2008-11-19,17203.633333333335
2008-11-20,19092.6
2008-11-21,16115.833333333334
2008-11-22,18227.8
2008-11-23,34041.083333333336
2008-11-24,38598.96666666667
2008-11-25,31221.5
2008-11-26,14050.9
2008-11-27,24109.3
2008-11-28,18663.733333333334
2008-11-29,20531.8
2008-11-30,23907.13333333333
2008-12-01,16535.3
2008-12-02,18243.733333333334
2008-12-03,18149.733333333334
2008-12-04,16297.3
2008-12-05,23317.3
2008-12-06,23261.933333333334
2008-12-07,23881.333333333332
2008-12-08,16474.933333333334
2008-12-09,15961.733333333334
2008-12-10,19889.5
2008-12-11,14463.366666666667
2008-12-12,16692.9
2008-12-13,18708.233333333334
2008-12-14,21714.666666666668
2008-12-15,18826.166666666668
2008-12-16,18364.5
2008-12-17,19631.766666666666
2008-12-18,16273.0
2008-12-19,17761.533333333333
2008-12-20,16953.2
2008-12-21,18956.166666666668
2008-12-22,20615.8
2008-12-23,16861.133333333335
2008-12-24,10815.633333333333
2008-12-25,13802.3
2008-12-26,11199.533333333333
2008-12-27,37083.066666666666
2008-12-28,18716.366666666665
2008-12-29,6556.633333333333
2008-12-30,12530.633333333333
2008-12-31,17655.466666666667
2009-01-01,16031.866666666667
2009-01-02,18515.833333333332
2009-01-03,14684.6
2009-01-04,22380.233333333334
2009-01-05,16514.333333333332
2009-01-06,15448.366666666667
2009-01-07,18185.2
2009-01-08,14074.166666666666
2009-01-09,18452.7
2009-01-10,15394.133333333333
2009-01-11,17224.133333333335
2009-01-12,14079.966666666667
2009-01-13,18713.666666666668
2009-01-14,16765.983333333334
2009-01-15,13385.8
2009-01-16,21920.233333333334
2009-01-17,34344.0
2009-01-18,27492.9
2009-01-19,16558.1
2009-01-20,14958.133333333333
2009-01-21,15853.566666666666
2009-01-22,12035.6
2009-01-23,17323.266666666666
2009-01-24,18769.5
2009-01-25,26250.4
2009-01-26,16617.866666666665
2009-01-27,15968.5
2009-01-28,21827.233333333334
2009-01-29,16938.3
2009-01-30,20268.3
2009-01-31,25052.2
2009-02-01,19340.166666666668
2009-02-02,14415.666666666666
2009-02-03,14574.833333333334
2009-02-04,17223.4
2009-02-05,13129.8
2009-02-06,20985.933333333334
2009-02-07,23014.266666666666
2009-02-08,15607.1
2009-02-09,17777.966666666667
2009-02-10,18667.033333333333
2009-02-11,18332.833333333332
2009-02-12,13679.0
2009-02-13,15259.033333333333
2009-02-14,14842.933333333332
2009-02-15,18508.866666666665
2009-02-16,14685.233333333334
2009-02-17,9043.3
2009-02-18,8006.166666666667
2009-02-19,9183.8
2009-02-20,19387.6
2009-02-21,15580.4
2009-02-22,17782.966666666667
2009-02-23,28133.933333333334
2009-02-24,13605.066666666666
2009-02-25,10772.4
2009-02-26,12171.866666666667
2009-02-27,17584.3
2009-02-28,12670.166666666666
2009-03-01,18392.183333333334
2009-03-02,16070.033333333333
2009-03-03,16364.866666666667
2009-03-04,17525.166666666668
2009-03-05,14665.2
2009-03-06,16259.566666666668
2009-03-07,14295.433333333332
2009-03-08,14082.1
2009-03-09,15386.6
2009-03-10,18712.5
2009-03-11,18597.4
2009-03-12,17435.333333333332
2009-03-13,12233.0
2009-03-14,15305.133333333333
2009-03-15,15384.7
2009-03-16,12705.083333333334
2009-03-17,14816.5
2009-03-18,10579.0
2009-03-19,10086.866666666667
2009-03-20,12389.433333333332
2009-03-21,15799.033333333333
2009-03-22,13342.833333333334
2009-03-23,14220.5
2009-03-24,15484.2
2009-03-25,14264.233333333334
2009-03-26,11275.4
2009-03-27,16989.433333333334
2009-03-28,20603.933333333334
2009-03-29,21807.166666666668
2009-03-30,13343.2
2009-03-31,12520.366666666667
2009-04-01,14872.333333333334
2009-04-02,12453.566666666668
2009-04-03,13839.0
2009-04-04,13398.533333333333
2009-04-05,12236.6
2009-04-06,12937.566666666668
2009-04-07,13439.533333333333
2009-04-08,12650.666666666666
2009-04-09,14977.866666666667
2009-04-10,11994.9
2009-04-11,14860.766666666666
2009-04-12,14211.533333333333
2009-04-13,13801.066666666668
2009-04-14,12318.633333333333
2009-04-15,12646.7
2009-04-16,12973.4
2009-04-17,21167.833333333332
2009-04-18,10864.433333333332
2009-04-19,10776.133333333333
2009-04-20,11655.166666666666
2009-04-21,21896.633333333335
2009-04-22,9444.633333333333
2009-04-23,12050.333333333334
2009-04-24,9840.8
2009-04-25,14571.733333333334
2009-04-26,13062.766666666666
2009-04-27,14135.133333333333
2009-04-28,14531.766666666666
2009-04-29,14837.666666666666
2009-04-30,13884.366666666667
2009-05-01,11385.366666666667
2009-05-02,11667.833333333334
2009-05-03,13788.633333333333
2009-05-04,15006.033333333333
2009-05-05,12103.9
2009-05-06,10605.366666666667
2009-05-07,8511.466666666667
2009-05-08,12452.6
2009-05-09,11945.533333333333
2009-05-10,13132.2
2009-05-11,12785.266666666666
2009-05-12,13051.266666666666
2009-05-13,11674.3
2009-05-14,11219.066666666668
2009-05-15,9632.766666666666
2009-05-16,14666.3
2009-05-17,14080.4
2009-05-18,10057.1
2009-05-19,11929.733333333334
2009-05-20,9366.033333333333
2009-05-21,10858.5
2009-05-22,7646.433333333333
2009-05-23,10606.966666666667
2009-05-24,10716.1
2009-05-25,10752.266666666666
2009-05-26,10160.716666666667
2009-05-27,11255.2
2009-05-28,8690.266666666666
2009-05-29,9163.1
2009-05-30,11600.766666666666
2009-05-31,8304.166666666666
2009-06-01,9443.333333333334
2009-06-02,9779.3
2009-06-03,8722.633333333333
2009-06-04,7995.0
2009-06-05,7535.0
2009-06-06,9478.833333333334
2009-06-07,10371.2
2009-06-08,9639.266666666666
2009-06-09,10105.166666666666
2009-06-10,11050.6
2009-06-11,10595.5
2009-06-12,9756.2
2009-06-13,7539.551209921356
2009-06-14,12116.159709618874
2009-06-15,10728.139080459769
2009-06-16,7251.533333333334
2009-06-17,7687.933333333333
2009-06-18,7744.333333333333
2009-06-19,8933.433333333332
2009-06-20,6635.666666666667
2009-06-21,6799.366666666667
2009-06-22,6637.966666666666
2009-06-23,6863.233333333334
2009-06-24,7008.233333333334
2009-06-25,6137.033333333333
2009-06-26,8972.7
2009-06-27,9921.2
2009-06-28,9493.566666666668
2009-06-29,7981.566666666667
2009-06-30,9269.1
2009-07-01,8979.7
2009-07-02,11437.633333333333
2009-07-03,5533.466666666666
2009-07-04,9438.8
2009-07-05,10845.266666666666
2009-07-06,7578.333333333333
2009-07-07,7887.266666666666
2009-07-08,7751.333333333333
2009-07-09,8665.2
2009-07-10,8772.766666666666
2009-07-11,7146.133333333333
2009-07-12,3908.9666666666667
2009-07-13,3804.1
2009-07-14,6114.5
2009-07-15,4337.9
2009-07-16,4366.566666666667
2009-07-17,4900.8
2009-07-18,10054.833333333334
2009-07-19,14404.733333333334
2009-07-20,4395.433333333333
2009-07-21,4786.7
2009-07-22,7679.533333333334
2009-07-23,6554.666666666667
2009-07-24,4604.3
2009-07-25,4651.8
2009-07-26,4232.266666666666
2009-07-27,4212.1
2009-07-28,5795.5
2009-07-29,5866.333333333333
2009-07-30,6861.433333333333
2009-07-31,5673.833333333333
2009-08-01,4690.766666666666
2009-08-02,3986.0666666666666
2009-08-03,3922.3
2009-08-04,4003.5333333333333
2009-08-05,3982.2
2009-08-06,4025.866666666667
2009-08-07,4088.2666666666664
2009-08-08,4035.5333333333333
2009-08-09,7119.233333333334
2009-08-10,8091.633333333333
2009-08-11,6948.233333333334
2009-08-12,7148.6
2009-08-13,6651.083333333333
2009-08-14,6551.933333333333
2009-08-15,11023.366666666667
2009-08-16,11906.2
2009-08-17,6023.466666666666
2009-08-18,7939.966666666666
2009-08-19,6927.033333333333
2009-08-20,5907.7
2009-08-21,7905.433333333333
2009-08-22,9516.3
2009-08-23,9016.466666666667
2009-08-24,9607.9
2009-08-25,7540.833333333333
2009-08-26,7435.433333333333
2009-08-27,7544.1
2009-08-28,8259.366666666667
2009-08-29,9045.233333333334
2009-08-30,13141.7
2009-08-31,9480.033333333333
2009-09-01,9572.266666666666
2009-09-02,8853.233333333334
2009-09-03,9424.133333333333
2009-09-04,8342.133333333333
2009-09-05,9562.1
2009-09-06,9863.166666666666
2009-09-07,9285.633333333333
2009-09-08,7992.233333333334
2009-09-09,9888.733333333334
