country_name,country_code,indicator_name,indicator_code,value,year
Philippines,PHL,"Malnutrition prevalence, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,21.5,2015
Philippines,PHL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,224.075,1974
Philippines,PHL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,192.83,1987
Philippines,PHL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,161.174,1999
Philippines,PHL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,57.5,1967
Philippines,PHL,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,24.8,2001
Philippines,PHL,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,21.5,2012
Philippines,PHL,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,19.1,2019
Philippines,PHL,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,72.6,1960
Philippines,PHL,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,14.3,2016
Philippines,PHL,"Mortality rate, under-5, male (per 1,000)",SH.DYN.MORT.MA,42.3,1999
Philippines,PHL,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,0.24,2015
Philippines,PHL,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,36.6931457519531,2007
Philippines,PHL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,6.96442196935377,2012
Philippines,PHL,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,14.2546544188237,2004
Philippines,PHL,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,11.5445355506693,2009
Philippines,PHL,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,5.04434753976676,2002
Philippines,PHL,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,81.0884693625773,2003
Philippines,PHL,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,93.9466783566916,2004
Philippines,PHL,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,55.3930165097896,2003
Philippines,PHL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,43.3561618845083,2005
Philippines,PHL,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,49.5843687109065,2017
Philippines,PHL,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,17.9357486608304,1963
Philippines,PHL,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,16.4179089104902,1975
Philippines,PHL,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,16.6262639007971,1977
Philippines,PHL,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,12.8859022279683,2007
Philippines,PHL,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,11.7312092040326,2012
Philippines,PHL,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,10.1902840102281,2019
Philippines,PHL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,47.4849521132134,1965
Philippines,PHL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,30.4758810660138,2019
Philippines,PHL,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,46.7771126057288,1963
Philippines,PHL,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,12.7255406544052,1999
Philippines,PHL,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,11.2703724363142,2009
Philippines,PHL,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,11.0037691958864,2014
Philippines,PHL,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.8036076936459,2016
Philippines,PHL,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,13.1697284940011,1971
Philippines,PHL,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,11.4478265951106,2003
Philippines,PHL,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,12.9520236972714,1979
Philippines,PHL,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.6006741552044,2015
Philippines,PHL,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.6796362252168,1965
Philippines,PHL,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,11.1572973717235,1980
Philippines,PHL,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,11.4504713293736,1979
Philippines,PHL,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,10.6786683806153,2000
Philippines,PHL,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,55.1761331706814,1986
Philippines,PHL,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,56.9021832081331,1994
Philippines,PHL,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,9.73672356818255,1975
Philippines,PHL,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,9.131740277163,2002
Philippines,PHL,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,9.3364568239937,2015
Philippines,PHL,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,8.29456408855303,1966
Philippines,PHL,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,9.64638487447229,1988
Philippines,PHL,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,6.638433410763,1973
Philippines,PHL,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.9716444757465,2001
Philippines,PHL,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.99524001144025,2005
Philippines,PHL,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,8.02027178821751,2006
Philippines,PHL,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,6.89186421514905,1973
Philippines,PHL,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,8.14533108303691,1997
Philippines,PHL,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,5.6392660447742,1970
Philippines,PHL,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,7.1780060461422,1996
Philippines,PHL,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,7.27455445591823,2012
Philippines,PHL,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,7.21995861653211,2014
Philippines,PHL,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,4.761798639619,1982
Philippines,PHL,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.15008175874282,1993
Philippines,PHL,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.20577108933727,2001
Philippines,PHL,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,3.34018357631242,1981
Philippines,PHL,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,4.54342563725489,2000
Philippines,PHL,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,4.26701568248816,2011
Philippines,PHL,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,3.81175639197187,2006
Philippines,PHL,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,2.69822478789507,2013
Philippines,PHL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.98389583639712,1966
Philippines,PHL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.36348961125398,2002
Philippines,PHL,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.62114347312148,1995
Philippines,PHL,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2.34278627271872,1960
Philippines,PHL,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,3.53235330353924,2011
Philippines,PHL,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.37166383631022,1964
Philippines,PHL,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.39362972655933,1992
Philippines,PHL,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.54182393787359,2002
Philippines,PHL,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.77487731236594,2010
Philippines,PHL,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.27783192330885,2004
Philippines,PHL,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.92091699101716,2018
Philippines,PHL,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1.12469476998694,1960
Philippines,PHL,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,0.749235722755297,1989
Philippines,PHL,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,0.650564157815088,1984
Philippines,PHL,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,0.687838560217587,1991
Philippines,PHL,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.507317038326826,1985
Philippines,PHL,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.655398936662051,2014
Philippines,PHL,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.290985865265841,1982
Philippines,PHL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.3361853330523,2001
Philippines,PHL,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,23.6,2008
Philippines,PHL,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,2015
Philippines,PHL,Prevalence of overweight (% of children under 5),SH.STA.OWGH.ZS,3.7,2011
Philippines,PHL,"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS,28.3,2015
Philippines,PHL,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,92.1661071777344,1985
Philippines,PHL,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,98.6593017578125,2003
Philippines,PHL,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,84.0122680664063,1986
Philippines,PHL,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,90.7919464111328,2002
Philippines,PHL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,86.9598922729492,1986
Philippines,PHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,113.269660949707,1971
Philippines,PHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,109.044151306152,1999
Philippines,PHL,"School enrollment, primary (% net)",SE.PRM.NENR,94.10697,1987
Philippines,PHL,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,88.70254,2009
Philippines,PHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,53.4088287353516,1975
Philippines,PHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,71.5706787109375,1991
Philippines,PHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,81.9643783569336,2008
Philippines,PHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,86.9658584594727,2014
Philippines,PHL,"School enrollment, secondary (% net)",SE.SEC.NENR,66.35664,2014
Philippines,PHL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,90.8691787719727,2014
Philippines,PHL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,88.6372528076172,2018
Philippines,PHL,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,53.5165,2006
Philippines,PHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,17.7772102355957,1977
Philippines,PHL,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,26.0533294677734,1980
Philippines,PHL,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,33.3139915466309,1996
Philippines,PHL,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,40.1132507324219,2014
Philippines,PHL,"Stillbirth rate (per 1,000 total births)",SH.DYN.STLB,10.94017507,2016
Philippines,PHL,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,58.666249,1972
Philippines,PHL,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,65.043157,2018
Philippines,PHL,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2.44199991226196,2020
Philippines,PHL,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.67000007629395,1994
Philippines,PHL,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.67400002479553,1995
Philippines,PHL,Urban population growth (annual %),SP.URB.GROW,1.87696104447929,2018
Philippines,PHL,"Age dependency ratio, old",SP.POP.DPND.OL,6.18775841074981,1961
Philippines,PHL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.973,1974
Philippines,PHL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,32.587,1991
Philippines,PHL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,205.396759033203,2008
Philippines,PHL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.873,2018
Philippines,PHL,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,42.2,2003
Philippines,PHL,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,7.18279853463173,2010
Philippines,PHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.152,1971
Philippines,PHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.397,1989
Philippines,PHL,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.01,1993
Philippines,PHL,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.01,1999
Philippines,PHL,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.01,2003
Philippines,PHL,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,0.51967054605484,2012
Philippines,PHL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,65.68,1970
Philippines,PHL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.143,2016
Philippines,PHL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,65.515,2002
Philippines,PHL,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.512842102354833,2008
Philippines,PHL,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.44458599930098,2012
Philippines,PHL,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,95.8155212402344,1994
Philippines,PHL,"Malnutrition prevalence, height for age (% of children under 5)",SH.STA.STNT.ZS,44.7,1987
Philippines,PHL,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,12.3,2016
Philippines,PHL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,164.668,1997
Philippines,PHL,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,273.939,1996
Philippines,PHL,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,20.8,2015
Philippines,PHL,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,35.1,1996
Philippines,PHL,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,50.4,1992
Philippines,PHL,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,45.4,1992
Philippines,PHL,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,29.6,2007
Philippines,PHL,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,28.7,2009
Philippines,PHL,"Mortality rate, under-5, male (per 1,000)",SH.DYN.MORT.MA,103.3,1962
Philippines,PHL,"Mortality rate, under-5, male (per 1,000)",SH.DYN.MORT.MA,39.8,2002
Philippines,PHL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,10.2494431908534,2003
Philippines,PHL,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,5.20316491318641,2000
Philippines,PHL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,86.8570791843157,2003
Philippines,PHL,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,97.6901543030415,2017
Philippines,PHL,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,60.473519478388,2007
Philippines,PHL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.2632,2009
Philippines,PHL,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,17.0528472728018,1973
Philippines,PHL,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,11.6904470374364,2013
Philippines,PHL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,47.3931419297065,1966
Philippines,PHL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,37.390672107847,2004
Philippines,PHL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,31.9216340637123,2016
Philippines,PHL,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,46.0668519343719,1960
Philippines,PHL,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,43.4369625204226,1977
Philippines,PHL,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,15.7758262843092,1966
Philippines,PHL,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,13.2802698909929,1998
Philippines,PHL,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,10.6146881545155,2011
Philippines,PHL,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,11.2181695038152,2010
Philippines,PHL,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,11.1014096489647,1981
Philippines,PHL,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,11.1202852506258,1985
Philippines,PHL,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,50.8189259223865,1970
Philippines,PHL,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,52.6962318746323,1977
Philippines,PHL,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,53.7932148276407,1981
Philippines,PHL,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,58.7907708135372,2003
Philippines,PHL,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,9.55415174749851,1986
Philippines,PHL,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,8.11488463076463,1995
Philippines,PHL,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,6.84255377013194,1968
Philippines,PHL,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,7.13093317255382,1993
Philippines,PHL,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,4.73116704819571,1971
Philippines,PHL,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,6.16949736340501,1993
Philippines,PHL,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.17380653617352,2004
Philippines,PHL,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,5.82512928428602,2010
Philippines,PHL,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,5.85406179784313,2010
Philippines,PHL,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,3.42497159689569,1987
Philippines,PHL,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,2.8647879780786,1972
Philippines,PHL,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,2.9544910030762,1996
Philippines,PHL,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,3.81621460430739,2004
Philippines,PHL,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,3.32194867646798,2002
Philippines,PHL,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,4.34524592537356,2015
Philippines,PHL,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.54027922041265,1968
Philippines,PHL,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.14186951598855,1984
Philippines,PHL,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.0225700272515,1975
Philippines,PHL,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,3.2958740933419,2012
Philippines,PHL,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.90760833941717,1996
Philippines,PHL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.96928906518483,1968
Philippines,PHL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.97370146695329,1970
Philippines,PHL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.12142143406312,1975
Philippines,PHL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.09066588360372,1995
Philippines,PHL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.19896018875291,1998
Philippines,PHL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.31499621959123,2019
Philippines,PHL,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.43020742695356,1985
Philippines,PHL,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.0987441425514,1990
Philippines,PHL,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.36238958475119,2007
Philippines,PHL,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.71695717117907,2015
Philippines,PHL,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,0.959515237167577,1968
Philippines,PHL,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1.18547336817122,2006
Philippines,PHL,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,0.717923213650089,1960
Philippines,PHL,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,0.579715700721833,1974
Philippines,PHL,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.357092062590821,2009
Philippines,PHL,"Population ages 80 and older, female (% of female population)",SP.POP.80UP.FE.5Y,0.513162538411187,1963
Philippines,PHL,"Population ages 80 and older, female (% of female population)",SP.POP.80UP.FE.5Y,0.438757530108905,1979
Philippines,PHL,"Population ages 80 and older, female (% of female population)",SP.POP.80UP.FE.5Y,0.431447158318335,1983
Philippines,PHL,"Population ages 80 and older, female (% of female population)",SP.POP.80UP.FE.5Y,0.78450443393152,2011
Philippines,PHL,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.541434261464,1994
Philippines,PHL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.5184746540092,1965
Philippines,PHL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.5817705465676,1969
Philippines,PHL,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,94.5,2011
Philippines,PHL,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,15.1,2015
Philippines,PHL,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,46.7,1994
Philippines,PHL,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1,1990
Philippines,PHL,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1,1993
Philippines,PHL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,2010
Philippines,PHL,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,10.3,1980
Philippines,PHL,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,25.9,2013
Philippines,PHL,Prevalence of overweight (% of children under 5),SH.STA.OWGH.ZS,3.3,2008
Philippines,PHL,"Prevalence of wasting, female (% of children under 5)",SH.STA.WAST.FE.ZS,7.3,2013
Philippines,PHL,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,81.6349334716797,1998
Philippines,PHL,"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,4.5,1994
Philippines,PHL,"School enrollment, primary (% net)",SE.PRM.NENR,89.63244,2002
Philippines,PHL,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,94.72036,2016
Philippines,PHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,63.6484985351563,1986
Philippines,PHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,88.455810546875,2016
Philippines,PHL,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,70.9952392578125,1999
Philippines,PHL,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,84.4397201538086,2015
Philippines,PHL,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,47.57394,1999
Philippines,PHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,30.1790409088135,2002
Philippines,PHL,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.06,2013
